lot_id,date,plant_line,shift,part_id,supplier_id,qty_received,qty_used
L0002340,2025-10-11,BodyLine-1,B,P0031,S006,131,122
L0002341,2025-10-11,BodyLine-2,B,P0016,S007,489,388
L0002342,2025-10-11,ChassisLine-1,B,P0013,S007,305,226
L0002343,2025-10-11,BodyLine-2,C,P0005,S001,281,228
L0002344,2025-10-11,Final-1,B,P0002,S010,407,376
L0002345,2025-10-11,TrimLine-1,C,P0027,S005,498,368
L0002346,2025-10-11,TrimLine-1,B,P0024,S002,409,307
L0002347,2025-10-11,Final-1,A,P0011,S011,359,331
L0002348,2025-10-11,BodyLine-2,A,P0035,S005,432,419
L0002349,2025-10-11,ChassisLine-1,A,P0036,S003,134,107
L0002350,2025-10-11,Final-1,B,P0018,S001,268,205
L0002351,2025-10-11,ChassisLine-1,B,P0028,S003,287,279
L0002352,2025-10-11,BodyLine-1,A,P0003,S007,207,178
L0002353,2025-10-11,BodyLine-2,B,P0007,S007,293,280
L0002354,2025-10-11,TrimLine-1,A,P0029,S008,473,424
L0002355,2025-10-11,Final-1,A,P0025,S010,290,264
L0002356,2025-10-11,ChassisLine-1,B,P0022,S012,395,307
L0002357,2025-10-12,BodyLine-2,B,P0003,S007,159,147
L0002358,2025-10-12,BodyLine-1,A,P0031,S006,242,232
L0002359,2025-10-12,ChassisLine-1,A,P0036,S003,423,358
L0002360,2025-10-12,BodyLine-1,B,P0016,S007,222,183
L0002361,2025-10-12,Final-1,B,P0001,S001,266,193
L0002362,2025-10-12,BodyLine-2,B,P0007,S007,267,220
L0002363,2025-10-12,Final-1,B,P0024,S002,511,424
L0002364,2025-10-12,ChassisLine-1,B,P0022,S012,323,270
L0002365,2025-10-12,Final-1,A,P0030,S009,480,349
L0002366,2025-10-12,BodyLine-2,B,P0010,S005,209,172
L0002367,2025-10-12,Final-1,B,P0029,S008,402,328
L0002368,2025-10-12,BodyLine-2,A,P0026,S012,464,347
L0002369,2025-10-12,ChassisLine-1,B,P0013,S007,129,104
L0002370,2025-10-12,ChassisLine-1,C,P0020,S006,160,130
L0002371,2025-10-12,Final-1,B,P0006,S009,344,254
L0002372,2025-10-12,ChassisLine-1,B,P0017,S001,247,200
L0002373,2025-10-12,BodyLine-2,B,P0033,S001,132,97
L0002374,2025-10-12,ChassisLine-1,B,P0032,S005,204,191
L0002375,2025-10-12,ChassisLine-1,A,P0008,S007,206,201
L0002376,2025-10-12,ChassisLine-1,A,P0021,S001,401,301
L0002377,2025-10-12,TrimLine-1,C,P0018,S001,433,372
L0002378,2025-10-12,TrimLine-1,B,P0014,S003,275,235
L0002379,2025-10-13,BodyLine-2,A,P0007,S007,271,250
L0002380,2025-10-13,ChassisLine-1,B,P0015,S008,494,401
L0002381,2025-10-13,ChassisLine-1,B,P0013,S007,322,297
L0002382,2025-10-13,ChassisLine-1,B,P0028,S003,267,212
L0002383,2025-10-13,TrimLine-1,B,P0018,S001,342,305
L0002384,2025-10-13,BodyLine-2,A,P0035,S005,167,153
L0002385,2025-10-13,TrimLine-1,A,P0011,S011,460,438
L0002386,2025-10-13,BodyLine-2,B,P0016,S007,417,331
L0002387,2025-10-13,TrimLine-1,A,P0030,S009,444,370
L0002388,2025-10-13,ChassisLine-1,B,P0020,S006,289,243
L0002389,2025-10-13,BodyLine-1,A,P0003,S007,466,400
L0002390,2025-10-13,BodyLine-1,B,P0010,S005,444,395
L0002391,2025-10-13,ChassisLine-1,B,P0036,S003,345,324
L0002392,2025-10-13,TrimLine-1,B,P0012,S001,246,195
L0002393,2025-10-13,BodyLine-1,A,P0033,S001,467,383
L0002394,2025-10-13,Final-1,A,P0025,S010,257,222
L0002395,2025-10-13,ChassisLine-1,A,P0032,S005,475,440
L0002396,2025-10-13,BodyLine-1,A,P0005,S001,154,120
L0002397,2025-10-13,BodyLine-1,C,P0009,S011,171,165
L0002398,2025-10-13,Final-1,B,P0002,S010,444,324
L0002399,2025-10-13,ChassisLine-1,A,P0022,S012,477,429
L0002400,2025-10-13,TrimLine-1,B,P0029,S008,217,172
L0002401,2025-10-13,ChassisLine-1,C,P0017,S001,330,279
L0002402,2025-10-14,TrimLine-1,A,P0012,S001,287,275
L0002403,2025-10-14,Final-1,A,P0018,S001,178,159
L0002404,2025-10-14,BodyLine-2,A,P0031,S006,365,319
L0002405,2025-10-14,ChassisLine-1,B,P0028,S003,280,273
L0002406,2025-10-14,BodyLine-2,B,P0010,S005,474,449
L0002407,2025-10-14,BodyLine-2,A,P0007,S007,260,211
L0002408,2025-10-14,BodyLine-2,A,P0026,S012,220,177
L0002409,2025-10-14,BodyLine-1,A,P0034,S006,189,179
L0002410,2025-10-14,Final-1,A,P0006,S009,187,154
L0002411,2025-10-14,BodyLine-1,A,P0003,S007,463,453
L0002412,2025-10-14,BodyLine-1,C,P0033,S001,206,146
L0002413,2025-10-14,Final-1,B,P0023,S004,453,404
L0002414,2025-10-14,BodyLine-1,A,P0035,S005,473,430
L0002415,2025-10-14,TrimLine-1,C,P0004,S006,134,102
L0002416,2025-10-14,ChassisLine-1,A,P0032,S005,366,310
L0002417,2025-10-14,TrimLine-1,A,P0030,S009,474,358
L0002418,2025-10-14,Final-1,A,P0014,S003,499,414
L0002419,2025-10-14,BodyLine-2,B,P0009,S011,159,131
L0002420,2025-10-14,ChassisLine-1,B,P0015,S008,189,147
L0002421,2025-10-14,ChassisLine-1,C,P0022,S012,474,337
L0002422,2025-10-14,ChassisLine-1,A,P0013,S007,166,124
L0002423,2025-10-14,TrimLine-1,A,P0025,S010,172,144
L0002424,2025-10-14,Final-1,B,P0002,S010,384,304
L0002425,2025-10-14,TrimLine-1,C,P0024,S002,518,417
L0002426,2025-10-14,ChassisLine-1,B,P0020,S006,462,338
L0002427,2025-10-14,ChassisLine-1,B,P0017,S001,283,214
L0002428,2025-10-14,ChassisLine-1,A,P0008,S007,150,134
L0002429,2025-10-15,Final-1,C,P0012,S001,144,136
L0002430,2025-10-15,BodyLine-1,B,P0005,S001,463,419
L0002431,2025-10-15,ChassisLine-1,A,P0032,S005,279,234
L0002432,2025-10-15,BodyLine-2,A,P0019,S006,153,147
L0002433,2025-10-15,ChassisLine-1,B,P0021,S001,149,138
L0002434,2025-10-15,BodyLine-1,A,P0016,S007,292,256
L0002435,2025-10-15,ChassisLine-1,A,P0008,S007,140,98
L0002436,2025-10-15,ChassisLine-1,A,P0028,S003,123,89
L0002437,2025-10-15,BodyLine-2,A,P0026,S012,127,119
L0002438,2025-10-15,Final-1,A,P0018,S001,338,317
L0002439,2025-10-15,ChassisLine-1,B,P0017,S001,238,204
L0002440,2025-10-15,Final-1,B,P0023,S004,404,293
L0002441,2025-10-15,Final-1,C,P0024,S002,351,287
L0002442,2025-10-15,Final-1,A,P0027,S005,458,406
L0002443,2025-10-15,BodyLine-1,A,P0009,S011,308,290
L0002444,2025-10-15,BodyLine-1,A,P0010,S005,389,380
L0002445,2025-10-15,ChassisLine-1,B,P0013,S007,236,183
L0002446,2025-10-15,ChassisLine-1,B,P0036,S003,478,411
L0002447,2025-10-15,BodyLine-1,B,P0033,S001,140,99
L0002448,2025-10-15,BodyLine-2,C,P0003,S007,240,218
L0002449,2025-10-16,ChassisLine-1,A,P0021,S001,290,245
L0002450,2025-10-16,BodyLine-1,A,P0031,S006,481,446
L0002451,2025-10-16,BodyLine-2,C,P0009,S011,494,396
L0002452,2025-10-16,ChassisLine-1,B,P0013,S007,501,477
L0002453,2025-10-16,Final-1,A,P0029,S008,332,265
L0002454,2025-10-16,Final-1,A,P0004,S006,370,344
L0002455,2025-10-16,BodyLine-2,B,P0016,S007,495,455
L0002456,2025-10-16,ChassisLine-1,A,P0022,S012,152,107
L0002457,2025-10-16,BodyLine-2,B,P0034,S006,406,335
L0002458,2025-10-16,ChassisLine-1,B,P0008,S007,307,217
L0002459,2025-10-16,TrimLine-1,C,P0006,S009,441,361
L0002460,2025-10-16,BodyLine-1,A,P0033,S001,167,149
L0002461,2025-10-16,Final-1,A,P0030,S009,120,108
L0002462,2025-10-16,ChassisLine-1,A,P0017,S001,217,169
L0002463,2025-10-16,ChassisLine-1,B,P0036,S003,279,248
L0002464,2025-10-16,ChassisLine-1,A,P0032,S005,169,141
L0002465,2025-10-16,ChassisLine-1,A,P0028,S003,238,171
L0002466,2025-10-16,BodyLine-2,B,P0026,S012,447,399
L0002467,2025-10-16,BodyLine-1,C,P0019,S006,392,320
L0002468,2025-10-16,BodyLine-1,C,P0007,S007,518,468
L0002469,2025-10-16,BodyLine-1,A,P0003,S007,124,118
L0002470,2025-10-16,ChassisLine-1,B,P0020,S006,201,192
L0002471,2025-10-17,ChassisLine-1,C,P0036,S003,172,122
L0002472,2025-10-17,BodyLine-1,B,P0033,S001,457,362
L0002473,2025-10-17,BodyLine-2,C,P0009,S011,324,309
L0002474,2025-10-17,ChassisLine-1,C,P0032,S005,458,360
L0002475,2025-10-17,BodyLine-2,C,P0031,S006,437,372
L0002476,2025-10-17,BodyLine-2,A,P0005,S001,223,203
L0002477,2025-10-17,TrimLine-1,B,P0011,S011,469,377
L0002478,2025-10-17,TrimLine-1,A,P0001,S001,464,382
L0002479,2025-10-17,TrimLine-1,B,P0002,S010,443,392
L0002480,2025-10-17,ChassisLine-1,A,P0017,S001,161,138
L0002481,2025-10-17,BodyLine-2,A,P0026,S012,355,275
L0002482,2025-10-17,ChassisLine-1,A,P0021,S001,429,414
L0002483,2025-10-17,TrimLine-1,B,P0004,S006,455,408
L0002484,2025-10-17,BodyLine-2,C,P0007,S007,121,114
L0002485,2025-10-17,ChassisLine-1,A,P0015,S008,495,390
L0002486,2025-10-17,ChassisLine-1,B,P0008,S007,152,116
L0002487,2025-10-17,TrimLine-1,A,P0030,S009,162,119
L0002488,2025-10-17,BodyLine-2,C,P0016,S007,299,291
L0002489,2025-10-17,TrimLine-1,C,P0018,S001,448,341
L0002490,2025-10-17,Final-1,A,P0006,S009,369,265
L0002491,2025-10-17,ChassisLine-1,B,P0013,S007,189,136
L0002492,2025-10-17,BodyLine-2,B,P0034,S006,390,361
L0002493,2025-10-17,BodyLine-2,A,P0035,S005,144,131
L0002494,2025-10-17,Final-1,A,P0029,S008,398,306
L0002495,2025-10-17,BodyLine-1,A,P0019,S006,422,359
L0002496,2025-10-17,TrimLine-1,A,P0023,S004,236,217
L0002497,2025-10-17,Final-1,B,P0024,S002,202,176
L0002498,2025-10-18,ChassisLine-1,C,P0032,S005,465,367
L0002499,2025-10-18,ChassisLine-1,B,P0017,S001,286,212
L0002500,2025-10-18,TrimLine-1,B,P0027,S005,488,440
L0002501,2025-10-18,BodyLine-2,B,P0005,S001,129,117
L0002502,2025-10-18,ChassisLine-1,B,P0015,S008,370,264
L0002503,2025-10-18,ChassisLine-1,A,P0036,S003,149,116
L0002504,2025-10-18,BodyLine-1,A,P0031,S006,296,228
L0002505,2025-10-18,BodyLine-1,A,P0007,S007,217,160
L0002506,2025-10-18,BodyLine-1,B,P0010,S005,464,369
L0002507,2025-10-18,ChassisLine-1,A,P0013,S007,479,341
L0002508,2025-10-18,Final-1,A,P0024,S002,224,218
L0002509,2025-10-18,ChassisLine-1,B,P0028,S003,240,224
L0002510,2025-10-18,BodyLine-2,B,P0019,S006,295,286
L0002511,2025-10-18,BodyLine-2,A,P0016,S007,409,316
L0002512,2025-10-18,ChassisLine-1,B,P0021,S001,518,373
L0002513,2025-10-18,BodyLine-2,B,P0035,S005,289,270
L0002514,2025-10-18,Final-1,A,P0030,S009,301,260
L0002515,2025-10-18,ChassisLine-1,C,P0022,S012,251,240
L0002516,2025-10-18,BodyLine-2,B,P0034,S006,351,266
L0002517,2025-10-18,Final-1,B,P0012,S001,229,177
L0002518,2025-10-18,BodyLine-2,C,P0009,S011,454,347
L0002519,2025-10-19,BodyLine-2,A,P0031,S006,371,316
L0002520,2025-10-19,ChassisLine-1,A,P0022,S012,257,224
L0002521,2025-10-19,BodyLine-2,A,P0005,S001,298,231
L0002522,2025-10-19,ChassisLine-1,A,P0017,S001,150,119
L0002523,2025-10-19,Final-1,C,P0029,S008,385,342
L0002524,2025-10-19,ChassisLine-1,A,P0008,S007,362,302
L0002525,2025-10-19,BodyLine-2,B,P0007,S007,458,387
L0002526,2025-10-19,BodyLine-1,A,P0035,S005,149,134
L0002527,2025-10-19,ChassisLine-1,B,P0028,S003,365,307
L0002528,2025-10-19,BodyLine-1,C,P0026,S012,195,150
L0002529,2025-10-19,BodyLine-2,B,P0016,S007,244,201
L0002530,2025-10-19,BodyLine-2,B,P0034,S006,311,298
L0002531,2025-10-19,BodyLine-1,A,P0003,S007,437,321
L0002532,2025-10-19,BodyLine-2,C,P0009,S011,468,440
L0002533,2025-10-19,ChassisLine-1,C,P0013,S007,477,437
L0002534,2025-10-19,BodyLine-1,B,P0019,S006,323,315
L0002535,2025-10-19,TrimLine-1,C,P0027,S005,316,232
L0002536,2025-10-19,ChassisLine-1,A,P0032,S005,391,333
L0002537,2025-10-20,BodyLine-1,A,P0007,S007,203,197
L0002538,2025-10-20,ChassisLine-1,B,P0017,S001,431,395
L0002539,2025-10-20,BodyLine-1,A,P0005,S001,397,313
L0002540,2025-10-20,ChassisLine-1,B,P0013,S007,502,393
L0002541,2025-10-20,ChassisLine-1,C,P0015,S008,373,286
L0002542,2025-10-20,BodyLine-1,A,P0010,S005,430,345
L0002543,2025-10-20,ChassisLine-1,A,P0032,S005,265,230
L0002544,2025-10-20,Final-1,B,P0014,S003,187,174
L0002545,2025-10-20,BodyLine-1,B,P0009,S011,251,203
L0002546,2025-10-20,BodyLine-1,B,P0003,S007,367,354
L0002547,2025-10-20,Final-1,B,P0002,S010,515,391
L0002548,2025-10-20,ChassisLine-1,A,P0022,S012,236,215
L0002549,2025-10-20,Final-1,B,P0023,S004,255,205
L0002550,2025-10-20,ChassisLine-1,C,P0020,S006,281,245
L0002551,2025-10-20,Final-1,B,P0029,S008,222,210
L0002552,2025-10-20,BodyLine-1,B,P0035,S005,292,282
L0002553,2025-10-20,TrimLine-1,C,P0006,S009,355,282
L0002554,2025-10-20,ChassisLine-1,B,P0028,S003,484,375
L0002555,2025-10-20,ChassisLine-1,B,P0008,S007,503,376
L0002556,2025-10-20,BodyLine-1,A,P0034,S006,448,423
L0002557,2025-10-20,Final-1,A,P0024,S002,393,298
L0002558,2025-10-21,ChassisLine-1,C,P0008,S007,221,174
L0002559,2025-10-21,TrimLine-1,B,P0001,S001,277,231
L0002560,2025-10-21,ChassisLine-1,B,P0036,S003,310,284
L0002561,2025-10-21,BodyLine-1,A,P0016,S007,373,266
L0002562,2025-10-21,Final-1,B,P0006,S009,179,165
L0002563,2025-10-21,ChassisLine-1,A,P0022,S012,426,412
L0002564,2025-10-21,TrimLine-1,A,P0030,S009,268,208
L0002565,2025-10-21,BodyLine-2,C,P0005,S001,467,439
L0002566,2025-10-21,BodyLine-2,B,P0034,S006,480,378
L0002567,2025-10-21,BodyLine-2,A,P0033,S001,223,190
L0002568,2025-10-21,BodyLine-2,A,P0035,S005,422,348
L0002569,2025-10-21,ChassisLine-1,C,P0013,S007,224,199
L0002570,2025-10-21,BodyLine-1,A,P0019,S006,415,305
L0002571,2025-10-21,BodyLine-2,A,P0007,S007,360,267
L0002572,2025-10-21,TrimLine-1,A,P0024,S002,335,284
L0002573,2025-10-21,TrimLine-1,A,P0012,S001,227,222
L0002574,2025-10-21,ChassisLine-1,A,P0017,S001,137,104
L0002575,2025-10-21,ChassisLine-1,C,P0028,S003,511,451
L0002576,2025-10-21,TrimLine-1,A,P0027,S005,276,224
L0002577,2025-10-21,BodyLine-1,A,P0003,S007,164,141
L0002578,2025-10-21,BodyLine-1,B,P0009,S011,338,302
L0002579,2025-10-21,TrimLine-1,A,P0023,S004,306,272
L0002580,2025-10-22,ChassisLine-1,B,P0017,S001,289,225
L0002581,2025-10-22,ChassisLine-1,A,P0022,S012,424,414
L0002582,2025-10-22,BodyLine-2,B,P0010,S005,292,253
L0002583,2025-10-22,TrimLine-1,A,P0024,S002,340,295
L0002584,2025-10-22,ChassisLine-1,B,P0036,S003,392,306
L0002585,2025-10-22,BodyLine-2,B,P0003,S007,338,274
L0002586,2025-10-22,BodyLine-1,A,P0033,S001,228,165
L0002587,2025-10-22,ChassisLine-1,B,P0021,S001,461,351
L0002588,2025-10-22,BodyLine-2,B,P0035,S005,130,111
L0002589,2025-10-22,Final-1,A,P0018,S001,210,193
L0002590,2025-10-22,ChassisLine-1,B,P0013,S007,202,160
L0002591,2025-10-22,BodyLine-2,B,P0007,S007,486,380
L0002592,2025-10-22,BodyLine-1,B,P0009,S011,426,398
L0002593,2025-10-22,BodyLine-1,A,P0031,S006,242,214
L0002594,2025-10-22,BodyLine-2,A,P0034,S006,512,453
L0002595,2025-10-22,BodyLine-1,A,P0005,S001,152,123
L0002596,2025-10-22,TrimLine-1,C,P0001,S001,183,154
L0002597,2025-10-22,BodyLine-1,C,P0019,S006,433,311
L0002598,2025-10-22,BodyLine-1,A,P0026,S012,361,258
L0002599,2025-10-22,TrimLine-1,B,P0012,S001,478,371
L0002600,2025-10-22,TrimLine-1,B,P0029,S008,125,87
L0002601,2025-10-22,TrimLine-1,A,P0002,S010,252,243
L0002602,2025-10-22,ChassisLine-1,A,P0028,S003,346,281
L0002603,2025-10-22,Final-1,B,P0011,S011,384,346
L0002604,2025-10-22,TrimLine-1,A,P0006,S009,475,421
L0002605,2025-10-22,ChassisLine-1,B,P0008,S007,370,289
L0002606,2025-10-23,TrimLine-1,A,P0030,S009,336,271
L0002607,2025-10-23,TrimLine-1,A,P0012,S001,154,124
L0002608,2025-10-23,Final-1,B,P0018,S001,206,159
L0002609,2025-10-23,Final-1,B,P0001,S001,333,295
L0002610,2025-10-23,ChassisLine-1,A,P0028,S003,315,254
L0002611,2025-10-23,BodyLine-1,A,P0016,S007,150,106
L0002612,2025-10-23,ChassisLine-1,B,P0020,S006,295,252
L0002613,2025-10-23,BodyLine-2,B,P0005,S001,307,264
L0002614,2025-10-23,ChassisLine-1,A,P0036,S003,170,137
L0002615,2025-10-23,TrimLine-1,B,P0023,S004,478,450
L0002616,2025-10-23,ChassisLine-1,C,P0021,S001,228,161
L0002617,2025-10-23,Final-1,B,P0011,S011,402,392
L0002618,2025-10-23,ChassisLine-1,B,P0015,S008,450,387
L0002619,2025-10-23,Final-1,B,P0025,S010,414,389
L0002620,2025-10-23,BodyLine-2,B,P0033,S001,287,208
L0002621,2025-10-23,BodyLine-1,A,P0034,S006,485,417
L0002622,2025-10-23,Final-1,A,P0006,S009,248,212
L0002623,2025-10-23,BodyLine-2,B,P0026,S012,407,309
L0002624,2025-10-23,BodyLine-1,B,P0019,S006,233,209
L0002625,2025-10-23,ChassisLine-1,B,P0017,S001,510,395
L0002626,2025-10-23,BodyLine-2,C,P0009,S011,258,210
L0002627,2025-10-23,Final-1,A,P0004,S006,217,203
L0002628,2025-10-24,BodyLine-1,A,P0003,S007,328,314
L0002629,2025-10-24,BodyLine-2,B,P0035,S005,420,319
L0002630,2025-10-24,ChassisLine-1,B,P0032,S005,211,206
L0002631,2025-10-24,BodyLine-2,B,P0034,S006,408,355
L0002632,2025-10-24,BodyLine-2,A,P0019,S006,276,215
L0002633,2025-10-24,BodyLine-1,B,P0009,S011,223,203
L0002634,2025-10-24,ChassisLine-1,B,P0015,S008,176,166
L0002635,2025-10-24,Final-1,B,P0027,S005,139,121
L0002636,2025-10-24,BodyLine-2,A,P0033,S001,187,165
L0002637,2025-10-24,BodyLine-1,A,P0016,S007,486,446
L0002638,2025-10-24,ChassisLine-1,A,P0020,S006,330,238
L0002639,2025-10-24,BodyLine-2,B,P0005,S001,153,145
L0002640,2025-10-24,BodyLine-2,A,P0007,S007,322,291
L0002641,2025-10-24,Final-1,B,P0018,S001,347,272
L0002642,2025-10-24,ChassisLine-1,A,P0022,S012,250,218
L0002643,2025-10-24,ChassisLine-1,A,P0021,S001,223,185
L0002644,2025-10-24,Final-1,B,P0030,S009,500,361
L0002645,2025-10-24,BodyLine-1,B,P0026,S012,353,295
L0002646,2025-10-24,Final-1,A,P0006,S009,338,285
L0002647,2025-10-24,BodyLine-2,B,P0031,S006,190,152
L0002648,2025-10-24,ChassisLine-1,A,P0008,S007,174,130
L0002649,2025-10-24,TrimLine-1,B,P0004,S006,437,388
L0002650,2025-10-24,ChassisLine-1,B,P0013,S007,386,325
L0002651,2025-10-25,Final-1,A,P0027,S005,237,177
L0002652,2025-10-25,TrimLine-1,B,P0011,S011,316,238
L0002653,2025-10-25,ChassisLine-1,B,P0020,S006,230,185
L0002654,2025-10-25,BodyLine-2,A,P0016,S007,343,245
L0002655,2025-10-25,BodyLine-1,B,P0010,S005,426,317
L0002656,2025-10-25,ChassisLine-1,B,P0036,S003,478,349
L0002657,2025-10-25,TrimLine-1,B,P0012,S001,234,202
L0002658,2025-10-25,BodyLine-1,A,P0007,S007,322,315
L0002659,2025-10-25,BodyLine-1,B,P0031,S006,504,413
L0002660,2025-10-25,ChassisLine-1,B,P0022,S012,178,152
L0002661,2025-10-25,ChassisLine-1,A,P0013,S007,364,349
L0002662,2025-10-25,ChassisLine-1,A,P0008,S007,425,300
L0002663,2025-10-25,ChassisLine-1,A,P0028,S003,164,130
L0002664,2025-10-25,TrimLine-1,A,P0006,S009,370,302
L0002665,2025-10-25,BodyLine-2,B,P0005,S001,487,395
L0002666,2025-10-25,TrimLine-1,B,P0025,S010,329,252
L0002667,2025-10-25,TrimLine-1,B,P0001,S001,179,147
L0002668,2025-10-25,TrimLine-1,C,P0018,S001,181,150
L0002669,2025-10-25,BodyLine-2,B,P0026,S012,210,171
L0002670,2025-10-25,Final-1,A,P0029,S008,258,205
L0002671,2025-10-25,BodyLine-2,B,P0019,S006,369,306
L0002672,2025-10-26,ChassisLine-1,A,P0013,S007,153,121
L0002673,2025-10-26,BodyLine-1,B,P0035,S005,176,128
L0002674,2025-10-26,BodyLine-1,B,P0019,S006,186,181
L0002675,2025-10-26,ChassisLine-1,A,P0015,S008,162,135
L0002676,2025-10-26,Final-1,A,P0029,S008,253,201
L0002677,2025-10-26,BodyLine-1,A,P0007,S007,135,126
L0002678,2025-10-26,ChassisLine-1,C,P0021,S001,358,308
L0002679,2025-10-26,TrimLine-1,B,P0025,S010,387,306
L0002680,2025-10-26,Final-1,C,P0027,S005,518,379
L0002681,2025-10-26,BodyLine-2,A,P0033,S001,455,366
L0002682,2025-10-26,TrimLine-1,A,P0014,S003,322,303
L0002683,2025-10-26,Final-1,B,P0004,S006,487,374
L0002684,2025-10-26,BodyLine-2,A,P0016,S007,296,250
L0002685,2025-10-26,TrimLine-1,A,P0023,S004,345,326
L0002686,2025-10-26,ChassisLine-1,B,P0020,S006,341,245
L0002687,2025-10-26,ChassisLine-1,A,P0008,S007,266,232
L0002688,2025-10-26,Final-1,A,P0030,S009,234,182
L0002689,2025-10-26,BodyLine-1,B,P0031,S006,392,297
L0002690,2025-10-26,ChassisLine-1,A,P0022,S012,451,403
L0002691,2025-10-26,TrimLine-1,C,P0018,S001,154,126
L0002692,2025-10-27,ChassisLine-1,A,P0022,S012,483,408
L0002693,2025-10-27,Final-1,A,P0011,S011,488,469
L0002694,2025-10-27,BodyLine-1,B,P0016,S007,467,374
L0002695,2025-10-27,BodyLine-2,B,P0026,S012,366,337
L0002696,2025-10-27,ChassisLine-1,B,P0036,S003,197,150
L0002697,2025-10-27,BodyLine-2,C,P0033,S001,506,377
L0002698,2025-10-27,ChassisLine-1,A,P0013,S007,346,303
L0002699,2025-10-27,Final-1,A,P0001,S001,134,105
L0002700,2025-10-27,Final-1,B,P0002,S010,336,274
L0002701,2025-10-27,BodyLine-2,B,P0031,S006,444,403
L0002702,2025-10-27,ChassisLine-1,B,P0008,S007,372,285
L0002703,2025-10-27,BodyLine-1,A,P0003,S007,200,150
L0002704,2025-10-27,BodyLine-1,B,P0009,S011,224,186
L0002705,2025-10-27,TrimLine-1,A,P0027,S005,136,120
L0002706,2025-10-27,Final-1,A,P0023,S004,410,339
L0002707,2025-10-27,BodyLine-2,A,P0019,S006,376,363
L0002708,2025-10-27,BodyLine-2,A,P0034,S006,484,362
L0002709,2025-10-27,BodyLine-1,B,P0007,S007,512,432
L0002710,2025-10-27,Final-1,C,P0025,S010,346,274
L0002711,2025-10-27,Final-1,A,P0018,S001,354,275
L0002712,2025-10-27,BodyLine-1,A,P0005,S001,350,285
L0002713,2025-10-27,ChassisLine-1,A,P0032,S005,181,162
L0002714,2025-10-27,TrimLine-1,A,P0014,S003,360,313
L0002715,2025-10-27,BodyLine-1,A,P0035,S005,322,249
L0002716,2025-10-27,Final-1,C,P0004,S006,192,163
L0002717,2025-10-27,ChassisLine-1,C,P0017,S001,370,343
L0002718,2025-10-28,ChassisLine-1,C,P0032,S005,189,144
L0002719,2025-10-28,BodyLine-1,A,P0035,S005,155,129
L0002720,2025-10-28,BodyLine-2,B,P0010,S005,252,214
L0002721,2025-10-28,BodyLine-2,B,P0007,S007,492,364
L0002722,2025-10-28,TrimLine-1,A,P0018,S001,340,247
L0002723,2025-10-28,BodyLine-1,A,P0026,S012,466,377
L0002724,2025-10-28,BodyLine-2,A,P0009,S011,387,290
L0002725,2025-10-28,Final-1,A,P0001,S001,225,202
L0002726,2025-10-28,ChassisLine-1,B,P0013,S007,261,241
L0002727,2025-10-28,ChassisLine-1,A,P0015,S008,304,253
L0002728,2025-10-28,ChassisLine-1,A,P0008,S007,501,448
L0002729,2025-10-28,Final-1,B,P0014,S003,497,432
L0002730,2025-10-28,BodyLine-1,B,P0005,S001,489,454
L0002731,2025-10-28,BodyLine-2,A,P0034,S006,260,199
L0002732,2025-10-28,ChassisLine-1,A,P0036,S003,191,140
L0002733,2025-10-28,BodyLine-2,B,P0003,S007,401,314
L0002734,2025-10-28,ChassisLine-1,B,P0017,S001,202,172
L0002735,2025-10-28,Final-1,A,P0011,S011,278,209
L0002736,2025-10-28,BodyLine-2,B,P0016,S007,344,304
L0002737,2025-10-28,TrimLine-1,A,P0029,S008,456,347
L0002738,2025-10-28,ChassisLine-1,B,P0028,S003,422,344
L0002739,2025-10-28,TrimLine-1,C,P0025,S010,194,154
L0002740,2025-10-28,ChassisLine-1,B,P0020,S006,467,448
L0002741,2025-10-28,BodyLine-1,B,P0031,S006,214,205
L0002742,2025-10-29,BodyLine-2,B,P0035,S005,220,173
L0002743,2025-10-29,ChassisLine-1,C,P0032,S005,361,267
L0002744,2025-10-29,Final-1,A,P0014,S003,390,374
L0002745,2025-10-29,BodyLine-1,A,P0003,S007,273,247
L0002746,2025-10-29,ChassisLine-1,C,P0021,S001,331,232
L0002747,2025-10-29,ChassisLine-1,A,P0036,S003,279,221
L0002748,2025-10-29,BodyLine-1,A,P0019,S006,187,161
L0002749,2025-10-29,ChassisLine-1,B,P0013,S007,411,338
L0002750,2025-10-29,ChassisLine-1,A,P0008,S007,237,179
L0002751,2025-10-29,Final-1,B,P0001,S001,138,133
L0002752,2025-10-29,BodyLine-1,A,P0031,S006,418,330
L0002753,2025-10-29,BodyLine-2,A,P0034,S006,235,180
L0002754,2025-10-29,TrimLine-1,A,P0023,S004,415,401
L0002755,2025-10-29,Final-1,A,P0006,S009,376,365
L0002756,2025-10-29,TrimLine-1,B,P0025,S010,404,318
L0002757,2025-10-29,BodyLine-2,B,P0007,S007,177,168
L0002758,2025-10-29,Final-1,B,P0002,S010,145,126
L0002759,2025-10-29,ChassisLine-1,A,P0017,S001,343,331
L0002760,2025-10-29,Final-1,A,P0012,S001,345,313
L0002761,2025-10-29,Final-1,B,P0024,S002,165,140
L0002762,2025-10-29,ChassisLine-1,A,P0028,S003,249,189
L0002763,2025-10-29,ChassisLine-1,C,P0015,S008,410,327
L0002764,2025-10-29,BodyLine-1,B,P0016,S007,379,337
