measure_id,timestamp,lot_id,part_id,supplier_id,plant_line,shift,dimension_name,value_mm,nominal,lsl,usl,is_out_of_spec,deviation,tool_id,operator_id,eo_active
M000029878,2025-10-17T14:51:00,L0002475,P0031,S006,BodyLine-2,C,BracketHoleDia_mm,10.2896,10.354,10.077,10.631,0,-0.0644,T01,O014,
M000029879,2025-10-17T18:58:00,L0002475,P0031,S006,BodyLine-2,C,BracketHoleDia_mm,10.3646,10.354,10.077,10.631,0,0.0106,T01,O014,
M000029880,2025-10-17T08:28:00,L0002475,P0031,S006,BodyLine-2,C,BracketHoleDia_mm,10.253,10.354,10.077,10.631,0,-0.101,T01,O014,
M000029881,2025-10-17T08:04:00,L0002475,P0031,S006,BodyLine-2,C,BracketHoleDia_mm,10.2986,10.354,10.077,10.631,0,-0.0554,T01,O014,
M000029882,2025-10-17T16:06:00,L0002475,P0031,S006,BodyLine-2,C,BracketHoleDia_mm,10.6829,10.354,10.077,10.631,1,0.3289,T01,O014,
M000029883,2025-10-17T15:49:00,L0002475,P0031,S006,BodyLine-2,C,BracketHoleDia_mm,10.2799,10.354,10.077,10.631,0,-0.0741,T01,O014,
M000029884,2025-10-17T20:29:00,L0002475,P0031,S006,BodyLine-2,C,BracketHoleDia_mm,10.5322,10.354,10.077,10.631,0,0.1782,T01,O014,
M000029885,2025-10-17T09:33:00,L0002475,P0031,S006,BodyLine-2,C,BracketHoleDia_mm,10.2247,10.354,10.077,10.631,0,-0.1293,T01,O014,
M000029886,2025-10-17T17:45:00,L0002475,P0031,S006,BodyLine-2,C,BracketHoleDia_mm,10.4273,10.354,10.077,10.631,0,0.0733,T01,O014,
M000029887,2025-10-17T12:53:00,L0002475,P0031,S006,BodyLine-2,C,BracketHoleDia_mm,10.1993,10.354,10.077,10.631,0,-0.1547,T01,O014,
M000029888,2025-10-17T16:27:00,L0002475,P0031,S006,BodyLine-2,C,BracketHoleDia_mm,10.2161,10.354,10.077,10.631,0,-0.1379,T01,O014,
M000029889,2025-10-17T12:37:00,L0002475,P0031,S006,BodyLine-2,C,BracketHoleDia_mm,10.471,10.354,10.077,10.631,0,0.117,T01,O014,
M000029890,2025-10-17T20:18:00,L0002475,P0031,S006,BodyLine-2,C,BracketHoleDia_mm,10.3331,10.354,10.077,10.631,0,-0.0209,T01,O014,
M000029891,2025-10-17T17:13:00,L0002476,P0005,S001,BodyLine-2,A,WeldPos_mm,43.0374,43.055,42.823,43.287,0,-0.0176,T03,O023,
M000029892,2025-10-17T15:37:00,L0002476,P0005,S001,BodyLine-2,A,WeldPos_mm,43.0944,43.055,42.823,43.287,0,0.0394,T03,O023,
M000029893,2025-10-17T16:35:00,L0002476,P0005,S001,BodyLine-2,A,WeldPos_mm,42.7561,43.055,42.823,43.287,1,-0.2989,T03,O023,
M000029894,2025-10-17T06:34:00,L0002476,P0005,S001,BodyLine-2,A,WeldPos_mm,42.9939,43.055,42.823,43.287,0,-0.0611,T03,O023,
M000029895,2025-10-17T13:56:00,L0002476,P0005,S001,BodyLine-2,A,WeldPos_mm,43.2583,43.055,42.823,43.287,0,0.2033,T03,O023,
M000029896,2025-10-17T16:47:00,L0002476,P0005,S001,BodyLine-2,A,WeldPos_mm,42.9226,43.055,42.823,43.287,0,-0.1324,T03,O023,
M000029897,2025-10-17T18:00:00,L0002476,P0005,S001,BodyLine-2,A,WeldPos_mm,43.1125,43.055,42.823,43.287,0,0.0575,T03,O023,
M000029898,2025-10-17T19:55:00,L0002476,P0005,S001,BodyLine-2,A,WeldPos_mm,42.8576,43.055,42.823,43.287,0,-0.1974,T03,O023,
M000029899,2025-10-17T13:35:00,L0002476,P0005,S001,BodyLine-2,A,WeldPos_mm,42.8943,43.055,42.823,43.287,0,-0.1607,T03,O023,
M000029900,2025-10-17T13:51:00,L0002476,P0005,S001,BodyLine-2,A,WeldPos_mm,43.1851,43.055,42.823,43.287,0,0.1301,T03,O023,
M000029901,2025-10-17T07:22:00,L0002477,P0011,S011,TrimLine-1,B,ConnectorWidth_mm,42.3022,41.957,41.513,42.402,0,0.3452,T05,O028,EO003
M000029902,2025-10-17T11:56:00,L0002477,P0011,S011,TrimLine-1,B,ConnectorWidth_mm,42.1289,41.957,41.513,42.402,0,0.1719,T05,O028,EO003
M000029903,2025-10-17T10:31:00,L0002477,P0011,S011,TrimLine-1,B,ConnectorWidth_mm,42.1795,41.957,41.513,42.402,0,0.2225,T05,O028,EO003
M000029904,2025-10-17T21:48:00,L0002477,P0011,S011,TrimLine-1,B,ConnectorWidth_mm,42.0469,41.957,41.513,42.402,0,0.0899,T05,O028,EO003
M000029905,2025-10-17T08:45:00,L0002477,P0011,S011,TrimLine-1,B,ConnectorWidth_mm,41.9729,41.957,41.513,42.402,0,0.0159,T05,O028,EO003
M000029906,2025-10-17T19:22:00,L0002477,P0011,S011,TrimLine-1,B,ConnectorWidth_mm,42.0639,41.957,41.513,42.402,0,0.1069,T05,O028,EO003
M000029907,2025-10-17T07:31:00,L0002478,P0001,S001,TrimLine-1,A,PinDepth_mm,23.8647,23.91,23.753,24.068,0,-0.0453,T04,O014,
M000029908,2025-10-17T14:41:00,L0002478,P0001,S001,TrimLine-1,A,PinDepth_mm,23.9161,23.91,23.753,24.068,0,0.0061,T04,O014,
M000029909,2025-10-17T15:07:00,L0002478,P0001,S001,TrimLine-1,A,PinDepth_mm,23.6565,23.91,23.753,24.068,1,-0.2535,T04,O014,
M000029910,2025-10-17T15:21:00,L0002478,P0001,S001,TrimLine-1,A,PinDepth_mm,23.8211,23.91,23.753,24.068,0,-0.0889,T04,O014,
M000029911,2025-10-17T14:43:00,L0002478,P0001,S001,TrimLine-1,A,PinDepth_mm,24.2134,23.91,23.753,24.068,1,0.3034,T04,O014,
M000029912,2025-10-17T19:11:00,L0002478,P0001,S001,TrimLine-1,A,PinDepth_mm,23.8281,23.91,23.753,24.068,0,-0.0819,T04,O014,
M000029913,2025-10-17T13:38:00,L0002478,P0001,S001,TrimLine-1,A,PinDepth_mm,23.666,23.91,23.753,24.068,1,-0.244,T04,O014,
M000029914,2025-10-17T10:00:00,L0002478,P0001,S001,TrimLine-1,A,PinDepth_mm,24.19,23.91,23.753,24.068,1,0.28,T04,O014,
M000029915,2025-10-17T21:04:00,L0002478,P0001,S001,TrimLine-1,A,PinDepth_mm,23.5433,23.91,23.753,24.068,1,-0.3667,T04,O014,
M000029916,2025-10-17T20:12:00,L0002478,P0001,S001,TrimLine-1,A,PinDepth_mm,23.673,23.91,23.753,24.068,1,-0.237,T04,O014,
M000029917,2025-10-17T18:06:00,L0002478,P0001,S001,TrimLine-1,A,PinDepth_mm,24.0305,23.91,23.753,24.068,0,0.1205,T04,O014,
M000029918,2025-10-17T20:07:00,L0002479,P0002,S010,TrimLine-1,B,ClipLength_mm,65.5752,65.312,64.344,66.28,0,0.2632,T07,O023,
M000029919,2025-10-17T06:55:00,L0002479,P0002,S010,TrimLine-1,B,ClipLength_mm,65.7499,65.312,64.344,66.28,0,0.4379,T07,O023,
M000029920,2025-10-17T16:43:00,L0002479,P0002,S010,TrimLine-1,B,ClipLength_mm,65.4336,65.312,64.344,66.28,0,0.1216,T07,O023,
M000029921,2025-10-17T15:17:00,L0002479,P0002,S010,TrimLine-1,B,ClipLength_mm,65.7749,65.312,64.344,66.28,0,0.4629,T07,O023,
M000029922,2025-10-17T13:07:00,L0002480,P0017,S001,ChassisLine-1,A,Flush_mm,31.327,31.061,30.648,31.475,0,0.266,T07,O030,
M000029923,2025-10-17T06:05:00,L0002480,P0017,S001,ChassisLine-1,A,Flush_mm,31.195,31.061,30.648,31.475,0,0.134,T07,O030,
M000029924,2025-10-17T14:50:00,L0002480,P0017,S001,ChassisLine-1,A,Flush_mm,30.882,31.061,30.648,31.475,0,-0.179,T07,O030,
M000029925,2025-10-17T09:29:00,L0002480,P0017,S001,ChassisLine-1,A,Flush_mm,31.1492,31.061,30.648,31.475,0,0.0882,T07,O030,
M000029926,2025-10-17T15:50:00,L0002480,P0017,S001,ChassisLine-1,A,Flush_mm,30.9389,31.061,30.648,31.475,0,-0.1221,T07,O030,
M000029927,2025-10-17T11:17:00,L0002480,P0017,S001,ChassisLine-1,A,Flush_mm,31.0983,31.061,30.648,31.475,0,0.0373,T07,O030,
M000029928,2025-10-17T10:36:00,L0002480,P0017,S001,ChassisLine-1,A,Flush_mm,31.225,31.061,30.648,31.475,0,0.164,T07,O030,
M000029929,2025-10-17T08:23:00,L0002480,P0017,S001,ChassisLine-1,A,Flush_mm,31.3005,31.061,30.648,31.475,0,0.2395,T07,O030,
M000029930,2025-10-17T17:23:00,L0002480,P0017,S001,ChassisLine-1,A,Flush_mm,31.0906,31.061,30.648,31.475,0,0.0296,T07,O030,
M000029931,2025-10-17T13:56:00,L0002480,P0017,S001,ChassisLine-1,A,Flush_mm,31.0058,31.061,30.648,31.475,0,-0.0552,T07,O030,
M000029932,2025-10-17T09:07:00,L0002480,P0017,S001,ChassisLine-1,A,Flush_mm,30.7094,31.061,30.648,31.475,0,-0.3516,T07,O030,
M000029933,2025-10-17T11:39:00,L0002480,P0017,S001,ChassisLine-1,A,Flush_mm,31.1814,31.061,30.648,31.475,0,0.1204,T07,O030,
M000029934,2025-10-17T06:21:00,L0002481,P0026,S012,BodyLine-2,A,Gap_mm,56.1084,56.199,55.2,57.198,0,-0.0906,T01,O008,
M000029935,2025-10-17T21:33:00,L0002481,P0026,S012,BodyLine-2,A,Gap_mm,56.1823,56.199,55.2,57.198,0,-0.0167,T01,O008,
M000029936,2025-10-17T21:10:00,L0002481,P0026,S012,BodyLine-2,A,Gap_mm,56.463,56.199,55.2,57.198,0,0.264,T01,O008,
M000029937,2025-10-17T21:28:00,L0002481,P0026,S012,BodyLine-2,A,Gap_mm,56.2269,56.199,55.2,57.198,0,0.0279,T01,O008,
M000029938,2025-10-17T09:47:00,L0002481,P0026,S012,BodyLine-2,A,Gap_mm,56.2707,56.199,55.2,57.198,0,0.0717,T01,O008,
M000029939,2025-10-17T08:48:00,L0002481,P0026,S012,BodyLine-2,A,Gap_mm,56.1461,56.199,55.2,57.198,0,-0.0529,T01,O008,
M000029940,2025-10-17T19:27:00,L0002481,P0026,S012,BodyLine-2,A,Gap_mm,56.1861,56.199,55.2,57.198,0,-0.0129,T01,O008,
M000029941,2025-10-17T15:06:00,L0002481,P0026,S012,BodyLine-2,A,Gap_mm,56.2297,56.199,55.2,57.198,0,0.0307,T01,O008,
M000029942,2025-10-17T16:48:00,L0002481,P0026,S012,BodyLine-2,A,Gap_mm,56.1789,56.199,55.2,57.198,0,-0.0201,T01,O008,
M000029943,2025-10-17T16:10:00,L0002482,P0021,S001,ChassisLine-1,A,Flush_mm,54.628,54.261,53.465,55.058,0,0.367,T05,O020,
M000029944,2025-10-17T18:32:00,L0002482,P0021,S001,ChassisLine-1,A,Flush_mm,54.3318,54.261,53.465,55.058,0,0.0708,T05,O020,
M000029945,2025-10-17T15:43:00,L0002482,P0021,S001,ChassisLine-1,A,Flush_mm,54.1492,54.261,53.465,55.058,0,-0.1118,T05,O020,
M000029946,2025-10-17T10:07:00,L0002482,P0021,S001,ChassisLine-1,A,Flush_mm,54.2107,54.261,53.465,55.058,0,-0.0503,T05,O020,
M000029947,2025-10-17T18:48:00,L0002482,P0021,S001,ChassisLine-1,A,Flush_mm,54.2544,54.261,53.465,55.058,0,-0.0066,T05,O020,
M000029948,2025-10-17T13:56:00,L0002482,P0021,S001,ChassisLine-1,A,Flush_mm,54.316,54.261,53.465,55.058,0,0.055,T05,O020,
M000029949,2025-10-17T20:38:00,L0002482,P0021,S001,ChassisLine-1,A,Flush_mm,54.105,54.261,53.465,55.058,0,-0.156,T05,O020,
M000029950,2025-10-17T14:20:00,L0002482,P0021,S001,ChassisLine-1,A,Flush_mm,54.3576,54.261,53.465,55.058,0,0.0966,T05,O020,
M000029951,2025-10-17T19:53:00,L0002482,P0021,S001,ChassisLine-1,A,Flush_mm,54.1326,54.261,53.465,55.058,0,-0.1284,T05,O020,
M000029952,2025-10-17T09:52:00,L0002482,P0021,S001,ChassisLine-1,A,Flush_mm,53.7494,54.261,53.465,55.058,0,-0.5116,T05,O020,
M000029953,2025-10-17T08:55:00,L0002482,P0021,S001,ChassisLine-1,A,Flush_mm,53.9648,54.261,53.465,55.058,0,-0.2962,T05,O020,
M000029954,2025-10-17T12:06:00,L0002482,P0021,S001,ChassisLine-1,A,Flush_mm,54.3625,54.261,53.465,55.058,0,0.1015,T05,O020,
M000029955,2025-10-17T15:48:00,L0002482,P0021,S001,ChassisLine-1,A,Flush_mm,54.0382,54.261,53.465,55.058,0,-0.2228,T05,O020,
M000029956,2025-10-17T14:49:00,L0002482,P0021,S001,ChassisLine-1,A,Flush_mm,54.3277,54.261,53.465,55.058,0,0.0667,T05,O020,
M000029957,2025-10-17T19:44:00,L0002482,P0021,S001,ChassisLine-1,A,Flush_mm,54.2609,54.261,53.465,55.058,0,-0.0001,T05,O020,
M000029958,2025-10-17T19:50:00,L0002482,P0021,S001,ChassisLine-1,A,Flush_mm,54.2307,54.261,53.465,55.058,0,-0.0303,T05,O020,
M000029959,2025-10-17T07:42:00,L0002483,P0004,S006,TrimLine-1,B,ClipLength_mm,57.1176,56.819,55.77,57.868,0,0.2986,T03,O020,EO003
M000029960,2025-10-17T20:34:00,L0002483,P0004,S006,TrimLine-1,B,ClipLength_mm,56.7201,56.819,55.77,57.868,0,-0.0989,T03,O020,EO003
M000029961,2025-10-17T06:52:00,L0002483,P0004,S006,TrimLine-1,B,ClipLength_mm,57.2673,56.819,55.77,57.868,0,0.4483,T03,O020,EO003
M000029962,2025-10-17T14:23:00,L0002483,P0004,S006,TrimLine-1,B,ClipLength_mm,57.7384,56.819,55.77,57.868,0,0.9194,T03,O020,EO003
M000029963,2025-10-17T07:00:00,L0002483,P0004,S006,TrimLine-1,B,ClipLength_mm,57.7191,56.819,55.77,57.868,0,0.9001,T03,O020,EO003
M000029964,2025-10-17T06:43:00,L0002483,P0004,S006,TrimLine-1,B,ClipLength_mm,57.3024,56.819,55.77,57.868,0,0.4834,T03,O020,EO003
M000029965,2025-10-17T08:43:00,L0002483,P0004,S006,TrimLine-1,B,ClipLength_mm,56.2635,56.819,55.77,57.868,0,-0.5555,T03,O020,EO003
M000029966,2025-10-17T18:10:00,L0002483,P0004,S006,TrimLine-1,B,ClipLength_mm,56.4746,56.819,55.77,57.868,0,-0.3444,T03,O020,EO003
M000029967,2025-10-17T13:04:00,L0002483,P0004,S006,TrimLine-1,B,ClipLength_mm,56.8315,56.819,55.77,57.868,0,0.0125,T03,O020,EO003
M000029968,2025-10-17T15:25:00,L0002483,P0004,S006,TrimLine-1,B,ClipLength_mm,57.6398,56.819,55.77,57.868,0,0.8208,T03,O020,EO003
M000029969,2025-10-17T07:01:00,L0002484,P0007,S007,BodyLine-2,C,BracketHoleDia_mm,17.344,17.762,17.179,18.346,0,-0.418,T03,O011,
M000029970,2025-10-17T12:37:00,L0002484,P0007,S007,BodyLine-2,C,BracketHoleDia_mm,17.8537,17.762,17.179,18.346,0,0.0917,T03,O011,
M000029971,2025-10-17T15:26:00,L0002484,P0007,S007,BodyLine-2,C,BracketHoleDia_mm,17.4777,17.762,17.179,18.346,0,-0.2843,T03,O011,
M000029972,2025-10-17T14:57:00,L0002484,P0007,S007,BodyLine-2,C,BracketHoleDia_mm,17.8174,17.762,17.179,18.346,0,0.0554,T03,O011,
M000029973,2025-10-17T21:47:00,L0002484,P0007,S007,BodyLine-2,C,BracketHoleDia_mm,17.391,17.762,17.179,18.346,0,-0.371,T03,O011,
M000029974,2025-10-17T08:52:00,L0002484,P0007,S007,BodyLine-2,C,BracketHoleDia_mm,18.0708,17.762,17.179,18.346,0,0.3088,T03,O011,
M000029975,2025-10-17T18:25:00,L0002484,P0007,S007,BodyLine-2,C,BracketHoleDia_mm,18.0214,17.762,17.179,18.346,0,0.2594,T03,O011,
M000029976,2025-10-17T07:44:00,L0002484,P0007,S007,BodyLine-2,C,BracketHoleDia_mm,18.2561,17.762,17.179,18.346,0,0.4941,T03,O011,
M000029977,2025-10-17T11:25:00,L0002484,P0007,S007,BodyLine-2,C,BracketHoleDia_mm,17.8431,17.762,17.179,18.346,0,0.0811,T03,O011,
M000029978,2025-10-17T15:17:00,L0002484,P0007,S007,BodyLine-2,C,BracketHoleDia_mm,17.7595,17.762,17.179,18.346,0,-0.0025,T03,O011,
M000029979,2025-10-17T06:18:00,L0002484,P0007,S007,BodyLine-2,C,BracketHoleDia_mm,17.9688,17.762,17.179,18.346,0,0.2068,T03,O011,
M000029980,2025-10-17T18:00:00,L0002484,P0007,S007,BodyLine-2,C,BracketHoleDia_mm,18.3191,17.762,17.179,18.346,0,0.5571,T03,O011,
M000029981,2025-10-17T20:49:00,L0002484,P0007,S007,BodyLine-2,C,BracketHoleDia_mm,17.6741,17.762,17.179,18.346,0,-0.0879,T03,O011,
M000029982,2025-10-17T17:32:00,L0002484,P0007,S007,BodyLine-2,C,BracketHoleDia_mm,17.6955,17.762,17.179,18.346,0,-0.0665,T03,O011,
M000029983,2025-10-17T18:11:00,L0002484,P0007,S007,BodyLine-2,C,BracketHoleDia_mm,17.9315,17.762,17.179,18.346,0,0.1695,T03,O011,
M000029984,2025-10-17T21:45:00,L0002484,P0007,S007,BodyLine-2,C,BracketHoleDia_mm,17.7864,17.762,17.179,18.346,0,0.0244,T03,O011,
M000029985,2025-10-17T21:57:00,L0002484,P0007,S007,BodyLine-2,C,BracketHoleDia_mm,17.7246,17.762,17.179,18.346,0,-0.0374,T03,O011,
M000029986,2025-10-17T08:08:00,L0002484,P0007,S007,BodyLine-2,C,BracketHoleDia_mm,17.8487,17.762,17.179,18.346,0,0.0867,T03,O011,
M000029987,2025-10-17T07:00:00,L0002484,P0007,S007,BodyLine-2,C,BracketHoleDia_mm,17.8276,17.762,17.179,18.346,0,0.0656,T03,O011,
M000029988,2025-10-17T07:31:00,L0002484,P0007,S007,BodyLine-2,C,BracketHoleDia_mm,17.7257,17.762,17.179,18.346,0,-0.0363,T03,O011,
M000029989,2025-10-17T10:04:00,L0002485,P0015,S008,ChassisLine-1,A,Gap_mm,27.4559,27.089,26.804,27.374,1,0.3669,T06,O003,
M000029990,2025-10-17T21:12:00,L0002485,P0015,S008,ChassisLine-1,A,Gap_mm,26.5085,27.089,26.804,27.374,1,-0.5805,T06,O003,
M000029991,2025-10-17T14:32:00,L0002485,P0015,S008,ChassisLine-1,A,Gap_mm,26.6991,27.089,26.804,27.374,1,-0.3899,T06,O003,
M000029992,2025-10-17T18:09:00,L0002485,P0015,S008,ChassisLine-1,A,Gap_mm,26.9344,27.089,26.804,27.374,0,-0.1546,T06,O003,
M000029993,2025-10-17T19:26:00,L0002485,P0015,S008,ChassisLine-1,A,Gap_mm,27.0661,27.089,26.804,27.374,0,-0.0229,T06,O003,
M000029994,2025-10-17T15:11:00,L0002485,P0015,S008,ChassisLine-1,A,Gap_mm,26.9425,27.089,26.804,27.374,0,-0.1465,T06,O003,
M000029995,2025-10-17T16:30:00,L0002485,P0015,S008,ChassisLine-1,A,Gap_mm,26.4324,27.089,26.804,27.374,1,-0.6566,T06,O003,
M000029996,2025-10-17T20:47:00,L0002485,P0015,S008,ChassisLine-1,A,Gap_mm,27.3614,27.089,26.804,27.374,0,0.2724,T06,O003,
M000029997,2025-10-17T12:41:00,L0002485,P0015,S008,ChassisLine-1,A,Gap_mm,27.3035,27.089,26.804,27.374,0,0.2145,T06,O003,
M000029998,2025-10-17T14:33:00,L0002485,P0015,S008,ChassisLine-1,A,Gap_mm,27.0114,27.089,26.804,27.374,0,-0.0776,T06,O003,
M000029999,2025-10-17T06:38:00,L0002485,P0015,S008,ChassisLine-1,A,Gap_mm,27.493,27.089,26.804,27.374,1,0.404,T06,O003,
M000030000,2025-10-17T21:55:00,L0002485,P0015,S008,ChassisLine-1,A,Gap_mm,26.1364,27.089,26.804,27.374,1,-0.9526,T06,O003,
M000030001,2025-10-17T06:56:00,L0002485,P0015,S008,ChassisLine-1,A,Gap_mm,27.0209,27.089,26.804,27.374,0,-0.0681,T06,O003,
M000030002,2025-10-17T15:42:00,L0002485,P0015,S008,ChassisLine-1,A,Gap_mm,26.9217,27.089,26.804,27.374,0,-0.1673,T06,O003,
M000030003,2025-10-17T19:31:00,L0002485,P0015,S008,ChassisLine-1,A,Gap_mm,27.2615,27.089,26.804,27.374,0,0.1725,T06,O003,
M000030004,2025-10-17T07:06:00,L0002485,P0015,S008,ChassisLine-1,A,Gap_mm,26.4508,27.089,26.804,27.374,1,-0.6382,T06,O003,
M000030005,2025-10-17T16:21:00,L0002485,P0015,S008,ChassisLine-1,A,Gap_mm,27.1482,27.089,26.804,27.374,0,0.0592,T06,O003,
M000030006,2025-10-17T21:21:00,L0002485,P0015,S008,ChassisLine-1,A,Gap_mm,26.9232,27.089,26.804,27.374,0,-0.1658,T06,O003,
M000030007,2025-10-17T14:57:00,L0002485,P0015,S008,ChassisLine-1,A,Gap_mm,27.3597,27.089,26.804,27.374,0,0.2707,T06,O003,
M000030008,2025-10-17T14:53:00,L0002486,P0008,S007,ChassisLine-1,B,Flush_mm,49.068,49.429,48.564,50.294,0,-0.361,T01,O011,
M000030009,2025-10-17T16:27:00,L0002486,P0008,S007,ChassisLine-1,B,Flush_mm,49.3428,49.429,48.564,50.294,0,-0.0862,T01,O011,
M000030010,2025-10-17T07:56:00,L0002486,P0008,S007,ChassisLine-1,B,Flush_mm,49.5911,49.429,48.564,50.294,0,0.1621,T01,O011,
M000030011,2025-10-17T15:50:00,L0002486,P0008,S007,ChassisLine-1,B,Flush_mm,48.8506,49.429,48.564,50.294,0,-0.5784,T01,O011,
M000030012,2025-10-17T14:10:00,L0002486,P0008,S007,ChassisLine-1,B,Flush_mm,49.919,49.429,48.564,50.294,0,0.49,T01,O011,
M000030013,2025-10-17T18:15:00,L0002486,P0008,S007,ChassisLine-1,B,Flush_mm,49.1255,49.429,48.564,50.294,0,-0.3035,T01,O011,
M000030014,2025-10-17T14:25:00,L0002486,P0008,S007,ChassisLine-1,B,Flush_mm,49.4899,49.429,48.564,50.294,0,0.0609,T01,O011,
M000030015,2025-10-17T07:02:00,L0002486,P0008,S007,ChassisLine-1,B,Flush_mm,49.4416,49.429,48.564,50.294,0,0.0126,T01,O011,
M000030016,2025-10-17T16:41:00,L0002486,P0008,S007,ChassisLine-1,B,Flush_mm,49.7642,49.429,48.564,50.294,0,0.3352,T01,O011,
M000030017,2025-10-17T10:43:00,L0002486,P0008,S007,ChassisLine-1,B,Flush_mm,49.4436,49.429,48.564,50.294,0,0.0146,T01,O011,
M000030018,2025-10-17T19:27:00,L0002486,P0008,S007,ChassisLine-1,B,Flush_mm,49.0222,49.429,48.564,50.294,0,-0.4068,T01,O011,
M000030019,2025-10-17T12:50:00,L0002487,P0030,S009,TrimLine-1,A,ConnectorWidth_mm,57.2248,56.829,55.895,57.763,0,0.3958,T06,O013,
M000030020,2025-10-17T07:15:00,L0002487,P0030,S009,TrimLine-1,A,ConnectorWidth_mm,57.2231,56.829,55.895,57.763,0,0.3941,T06,O013,
M000030021,2025-10-17T11:29:00,L0002487,P0030,S009,TrimLine-1,A,ConnectorWidth_mm,56.7005,56.829,55.895,57.763,0,-0.1285,T06,O013,
M000030022,2025-10-17T21:54:00,L0002487,P0030,S009,TrimLine-1,A,ConnectorWidth_mm,56.8591,56.829,55.895,57.763,0,0.0301,T06,O013,
M000030023,2025-10-17T19:33:00,L0002487,P0030,S009,TrimLine-1,A,ConnectorWidth_mm,57.1487,56.829,55.895,57.763,0,0.3197,T06,O013,
M000030024,2025-10-17T08:57:00,L0002487,P0030,S009,TrimLine-1,A,ConnectorWidth_mm,57.0099,56.829,55.895,57.763,0,0.1809,T06,O013,
M000030025,2025-10-17T17:06:00,L0002487,P0030,S009,TrimLine-1,A,ConnectorWidth_mm,56.4555,56.829,55.895,57.763,0,-0.3735,T06,O013,
M000030026,2025-10-17T09:42:00,L0002487,P0030,S009,TrimLine-1,A,ConnectorWidth_mm,56.8992,56.829,55.895,57.763,0,0.0702,T06,O013,
M000030027,2025-10-17T12:06:00,L0002487,P0030,S009,TrimLine-1,A,ConnectorWidth_mm,56.8289,56.829,55.895,57.763,0,-0.0001,T06,O013,
M000030028,2025-10-17T12:39:00,L0002488,P0016,S007,BodyLine-2,C,BracketHoleDia_mm,35.8727,35.454,34.285,36.623,0,0.4187,T04,O029,EO003
M000030029,2025-10-17T17:30:00,L0002488,P0016,S007,BodyLine-2,C,BracketHoleDia_mm,36.2719,35.454,34.285,36.623,0,0.8179,T04,O029,EO003
M000030030,2025-10-17T15:19:00,L0002488,P0016,S007,BodyLine-2,C,BracketHoleDia_mm,35.1939,35.454,34.285,36.623,0,-0.2601,T04,O029,EO003
M000030031,2025-10-17T11:11:00,L0002488,P0016,S007,BodyLine-2,C,BracketHoleDia_mm,35.9635,35.454,34.285,36.623,0,0.5095,T04,O029,EO003
M000030032,2025-10-17T11:40:00,L0002488,P0016,S007,BodyLine-2,C,BracketHoleDia_mm,35.7651,35.454,34.285,36.623,0,0.3111,T04,O029,EO003
M000030033,2025-10-17T19:57:00,L0002488,P0016,S007,BodyLine-2,C,BracketHoleDia_mm,35.7936,35.454,34.285,36.623,0,0.3396,T04,O029,EO003
M000030034,2025-10-17T17:52:00,L0002488,P0016,S007,BodyLine-2,C,BracketHoleDia_mm,35.6001,35.454,34.285,36.623,0,0.1461,T04,O029,EO003
M000030035,2025-10-17T18:35:00,L0002488,P0016,S007,BodyLine-2,C,BracketHoleDia_mm,36.023,35.454,34.285,36.623,0,0.569,T04,O029,EO003
M000030036,2025-10-17T13:44:00,L0002489,P0018,S001,TrimLine-1,C,ConnectorWidth_mm,45.5972,45.188,44.968,45.407,1,0.4092,T07,O029,
M000030037,2025-10-17T11:43:00,L0002489,P0018,S001,TrimLine-1,C,ConnectorWidth_mm,45.3337,45.188,44.968,45.407,0,0.1457,T07,O029,
M000030038,2025-10-17T21:44:00,L0002489,P0018,S001,TrimLine-1,C,ConnectorWidth_mm,45.5292,45.188,44.968,45.407,1,0.3412,T07,O029,
M000030039,2025-10-17T13:37:00,L0002489,P0018,S001,TrimLine-1,C,ConnectorWidth_mm,44.941,45.188,44.968,45.407,1,-0.247,T07,O029,
M000030040,2025-10-17T19:03:00,L0002489,P0018,S001,TrimLine-1,C,ConnectorWidth_mm,45.7418,45.188,44.968,45.407,1,0.5538,T07,O029,
M000030041,2025-10-17T14:44:00,L0002489,P0018,S001,TrimLine-1,C,ConnectorWidth_mm,45.3826,45.188,44.968,45.407,0,0.1946,T07,O029,
M000030042,2025-10-17T10:28:00,L0002489,P0018,S001,TrimLine-1,C,ConnectorWidth_mm,45.1304,45.188,44.968,45.407,0,-0.0576,T07,O029,
M000030043,2025-10-17T21:35:00,L0002489,P0018,S001,TrimLine-1,C,ConnectorWidth_mm,45.8304,45.188,44.968,45.407,1,0.6424,T07,O029,
M000030044,2025-10-17T08:41:00,L0002489,P0018,S001,TrimLine-1,C,ConnectorWidth_mm,45.6685,45.188,44.968,45.407,1,0.4805,T07,O029,
M000030045,2025-10-17T06:19:00,L0002489,P0018,S001,TrimLine-1,C,ConnectorWidth_mm,45.1021,45.188,44.968,45.407,0,-0.0859,T07,O029,
M000030046,2025-10-17T11:36:00,L0002489,P0018,S001,TrimLine-1,C,ConnectorWidth_mm,45.1774,45.188,44.968,45.407,0,-0.0106,T07,O029,
M000030047,2025-10-17T15:08:00,L0002490,P0006,S009,Final-1,A,PinDepth_mm,49.1385,49.289,48.099,50.48,0,-0.1505,T05,O007,EO003
M000030048,2025-10-17T10:44:00,L0002490,P0006,S009,Final-1,A,PinDepth_mm,48.6057,49.289,48.099,50.48,0,-0.6833,T05,O007,EO003
